Week,Day,,How to think,Best practices,Patterns,Anti pattern,Limitaciones
,En Syllabus,"> Proyecto módulo: Sanz Clima, empresa española de alcance internacional especializada en climatización, obtiene datos de funcionamiento de sus equipos de climatización y el ambiente del vehículo por medio de sensores IoT para analizar el funcionamiento y predecir la necesidad de revisión y mantenimiento de los equipos.
  - Investigar sobre cómo funciona un sistema de climatización para comprender el producto, sus estados y valores más representativos.
  - Identificar posibles valores que sería necesario incluir en la telemetría para hacer un análisis correcto.

> Proyecto compañía: Análisis KPIs del sistema de inventario para el mapeo de oportunidades en telemetría (el ""qué y por qué""):
  - Identificar al menos 3 KPIs principales para el caso de la empresa asignada.
  - Proponer oportunidades de telemetría para esos indicadores.",,,,,
16,47,Skill: Collecting telemetry and context-related info from the user and your application,,,,,
,En Syllabus,"> Teoría:
+ Capturar telemetría en Next
  - Router: page views (routeChangeComplete).
  - Acciones clave: submit, enroll, search, checkout, “copied”, etc.
  - Errores comunes:
    -- Frontend: window.onerror, unhandledrejection, Error Boundaries.
    -- API client: interceptores (fetch/axios) para latencia/códigos.
    -- Performance: Web Vitals (reportWebVitals en Next) + tiempos de API.

+ Enviando telemetría desde el frontend de mi aplicación
  - ¿Cómo se deben almacenar los datos? (formato y contrato)
    -- Modelo por evento (recomendado): JSON consistente.
    -- Campos base: event (string), timestamp (ISO), user (obj), session (obj), context (obj), properties (obj).
    -- Propiedades tipadas y estables (evitar cambios frecuentes de nombres).
    -- Información de identificación personal minimizada: email/teléfono no en telemetría; usar IDs hash/opaque.
  - ¿Cómo transmitirlos al backend? (React/Next)
    -- Endpoint único: POST /telemetry/events (Batch + debounce: enviar arrays (events: []) cada X segundos o al llegar a N eventos)
    -- Auth: token/cookie; si anónimo, anonymousId persistido (localStorage/cookie).
    -- Fiabilidad: navigator.sendBeacon en visibilitychange/pagehide para flush.
    -- Retransmisión: cola local (memoria/localStorage) y reintentos con backoff.
    -- Correlación: incluir requestId/traceId si tu backend lo devuelve en headers.
  - Patrones de implementación mental (checklist rápido)
    -- Pregunta → dato: “¿Qué decisión habilita este dato?”
    -- Dato → fuente: “¿sale del usuario, del navegador o del estado de la app?”
    -- Fuente → riesgo: “¿puede incluir PII/secretos?”
    -- Riesgo → control: “allowlist/scrub/sampling/consent”
    -- Control → contrato: “esquema estable + versión”
    -- Contrato → transporte: “batch + retry + beacon + dedupe”

+ Aspectos básicos del almacenamiento de datos de telemetría:
  - Problemas comunes al almacenar telemetría:
    -- La telemetría escribe constantemente — el patrón es distinto al CRUD convencional
    -- Por qué una tabla genérica sin diseño temporal falla rápido
    -- La pregunta central: ¿dónde y cómo guardo lo que ya estoy capturando? (Rápida referencia a opciones como tablas SQL, NoSQL, y a TSDB como nueva tecnología)
  - ¿Para/Por qué almacenar esos datos? (objetivos claros)
    -- Personalización: contenido/UX según role, idioma, preferencias.
    -- Analítica de producto: entender rutas, drop-offs, features usadas, cohortes.
    -- Observabilidad: detectar errores, degradación de performance, incidencias por versión.
    -- Experimentos: A/B testing y feature flags (impacto y segmentación).
    -- Soporte: reproducibilidad (session + contexto + breadcrumbs).
  - ¿Qué datos almacenar? (categorías mínimas)
    -- Identidad / sesión
    -- Perfil de usuario (personalización): role/persona, plan, language, timezone, country, preferences (tema, notificaciones), accessibility.
    -- Contexto de ejecución: appVersion, env, route, referrer, utm, featureFlags, tenant/academyId.
    -- Uso del producto (telemetría): eventos de navegación, clicks clave, funnels, tiempos, errores, búsquedas internas.
    -- Rendimiento: Web Vitals, API latency, CSR/SSR timings, re-renders (si aplica).
    -- Calidad / soporte: errorId, stack (sanitizado), networkState, apiStatus.
    -- Privacidad y consentimiento: consent.analytics, consent.marketing, consent.functional.
  - Recomendaciones para la estructura de la tabla:
    -- Columnas fijas: timestamp, service, event_type, level, value, message
    -- Columna flexible: tags como JSONB para atributos variables
    -- Los tres índices (timestamp, service, tags) y por qué cada uno existe
  - “User profile” vs “usage data” (separación práctica)
    -- User profile: se guarda como estado (persistente) y se actualiza cuando cambia (ej. PATCH /users/me).
    -- Usage data: se envía como eventos (append-only) a telemetry/events.

+ Mejores prácticas en telemetría (Guardrails)  [referencia corta: menos de 6 páginas]
  - Consent-first: no enviar analítica si consent.analytics=false.
  - Redacción/sanitización: no mandar inputs libres (comentarios, textos) sin scrub.
  - Allowlist de propiedades: solo claves permitidas (evita fuga accidental).
  - Sampling: performance/verbose logs con muestreo (p.ej. 10%).
  - Ambientes: dev vs prod (no mezclar).
","- Por qué es importante la telemetría
- Planificar la implementación de la telemetría al inicio del desarrollo y no como idea de último momento
- Intencionalidad de los datos
- Qué conservar y a qué granularidad — el razonamiento, no la automatización: “lo mínimo útil”
- Privacidad por defecto: evaluar sensibilidad de los datos antes de implementar
- capturar lo necesario para entender “qué pasó” sin necesidad de ver el código o preguntar al usuario
- calidad analítica: definir eventos que midan valor real (funnel, activación, retención).","- Nunca activar la telemetría de análisis sin el consentimiento explícito del usuario
- Definir conjuntos de datos delimitados y evitar fuga de datos adicionales.","- Event envelope estándar: event + timestamp + user/session + context + properties + schemaVersion.
- Taxonomía de eventos: convención clara (p.ej. screen_viewed, cta_clicked, form_submitted, api_failed).
- Propiedades con allowlist: lista explícita de keys permitidas por evento (bloquea fugas).
- acumulación en lista + escritura en batch: Batch + flush: cola local, envío por lotes, sendBeacon en salida y reintentos con backoff.
- Correlación: sessionId + requestId/traceId para unir frontend–backend–logs.
- Consent gating: capa única que decide si se trackea y qué (analytics vs functional).
- Sanitización sistemática: scrub de URLs, query params, headers, y bloqueo de texto libre salvo casos justificados.
- Errores con fingerprints: agrupar por errorCode/fingerprint y adjuntar breadcrumbs limitados.
- Sampling: performance y verbose events muestreados; críticos al 100%.
- Schema versioning: cambios incompatibles → nueva versión o evento nuevo.
- los datos de telemetría tienen TTL, no se guardan para siempre","- “Loggear todo”
- datos sensibles en eventos: emails, teléfonos, nombres, tokens, comentarios, payloads completos.
- Eventos sin propósito: “click” genérico sin where/what/why → datos inútiles.
- renombrar eventos/propiedades cada sprint
- Mezclar perfil con telemetría
- Contexto inconsistente: rutas sin normalizar, timestamps locales, timezone omitida.
- Capturar en componentes a lo loco: tracking disperso, duplicado y difícil de mantener.
- Texto libre sin control en lugar de cumplir un contrato
- No respetar consentimiento sobre la trazabilidad
-  un INSERT por evento en tiempo real",
,En Syllabus,"> Proyecto compañía: Generar telemetría desde el frontend
  - Implementar la telemetría en el sistema de manejo de inventario
  - Implementar telemetría en el proceso de autenticación (actividad adicional)",,,,,
16,48,Skill: Manipular conjuntos de datos y prepararlos para su procesamiento,,,,,
,En Syllabus,"> Teoría: (Reutilizar Los  de Data Science)
  + Introducción a Numpy

  + Manejo de datasets con Pandas
    - Observabilidad, Introspección, Acumulación, 
    - Nuevas columnas
    - Datos nulos
    - Limpieza y reporte",,,,,"- No loops, solo acumuladores"
,En Syllabus,"> Prácticas de numpy y pandas creadas en DS.

> Proyecto compañía: Almacenar la telemetría
  - Capturar la telemetría enviándola al backend
  - Almacenar la telemetría
  - Incluir en el contenido las recomendaciones para la estructura de la tabla:
    -- Columnas fijas: timestamp, service, event_type, level, value, message
    -- Columna flexible: tags como JSONB para atributos variables",,,,,
17,49,Skill: Prepare and expose the telemetry or user data to be reported,,,,,
,En Syllabus,"> Teoria:
  + De datos crudos a reportes: transformando lo que ya tienes
    - Cómo transformar datos existentes para generar reportes
      -- Cargar los datos crudos en un DataFrame de Pandas
      -- Filtrar por criterio relevante (solo completados, solo última semana)
      -- Convertir timestamps a datetime para agrupar por día/semana
      -- Agrupar con groupby() por dimensión temporal
      -- Aplicar la función de agregación (count, sum, mean)
      -- Servir el resultado como JSON o almacenarlo para consulta
    - Datos transaccionales vs datos analíticos
      -- Datos almacenados para CRUD no sirven directamente para reportes
      -- Una tabla de TODOs no responde ""¿cuántos TODOs completa el usuario por día?""
    - Ejemplo paso a paso de un reporte semanal de TODOs completados por día

  + Agregación, agrupamiento y métrica
    - Una métrica es la pregunta que quieres responder
      -- Tasa de completitud, promedio diario, total semanal
      -- Siempre combina una agregación con una dimensión de agrupamiento
      -- ""TODOs completados por día"" = count + groupby fecha
    - El agrupamiento es cómo segmentas los datos
      -- Por día, por usuario, por categoría, por estado
      -- Sin agrupamiento solo tienes un número global; con agrupamiento tienes contexto
      -- df['status'].count() = 45 (poco útil) vs df.groupby('date')['status'].count() (accionable)
    - La agregación es la operación que reduce muchas filas a un valor
      -- .count(), .sum(), .mean(), .min(), .max(), .agg()
      -- .agg() permite múltiples agregaciones a la vez
    - La fórmula mental es MÉTRICA = AGREGACIÓN(columna) agrupada por DIMENSIÓN
      -- El ejemplo es df.groupby('date')['id'].count().mean() que da el promedio diario de TODOs completados
    - Los mismos conceptos aparecen en SQL (GROUP BY, COUNT, SUM) y en herramientas de dashboards
","
- Comprender que los datos crudos nunca son la respuesta: una tabla de TODOs almacenada para CRUD responde ""¿qué hay guardado?"" pero no responde ""¿cuántos TODOs completa el usuario por día?"". Transformar es obligatorio.
- Entender que la fórmula mental de cualquier métrica es siempre la misma: agregación sobre una columna, agrupada por una dimensión. Antes de escribir código, definir qué pregunta se quiere responder.
- Comprender que un pipeline de datos es simplemente una secuencia de pasos reproducible: el mismo código debe producir el mismo resultado en cualquier máquina, con cualquier subconjunto de datos válido.
- Entender que agrupar antes de agregar es el orden correcto de pensamiento: primero decido cómo segmento (por día, por usuario) y luego qué calculo sobre cada grupo, no al revés.","- Definir la métrica antes de escribir código: saber exactamente qué pregunta responde el reporte evita transformaciones innecesarias.
- Separar datos transaccionales (CRUD) de datos analíticos (reportes): no diseñar la base de datos pensando en ambos usos a la vez.
- Usar groupby() + función de agregación como unidad mínima del pipeline, combinable y reutilizable en cualquier contexto.
- Convertir siempre los timestamps a datetime antes de agrupar por dimensión temporal para evitar agrupamientos incorrectos.","- Fórmula estándar de reporte: cargar → filtrar → convertir tipos → agrupar → agregar → servir o persistir. Siempre en ese orden.
- Métrica como función reutilizable: encapsular cada cálculo (todos_completados_por_dia()) en una función independiente, testeable y llamable desde el pipeline o desde un endpoint.
- Separación transaccional/analítica: los datos se almacenan optimizados para escritura (CRUD) y se transforman en una capa separada optimizada para lectura (reportes).","- Calcular el reporte en el endpoint: recalcular agregaciones en cada request es costoso e innecesario cuando los datos no cambian en segundos.
- Agrupar sin limpiar tipos primero: hacer groupby('date') sobre una columna que mezcla strings y timestamps produce grupos incorrectos sin lanzar ningún error visible.
- Diseñar una sola tabla para CRUD y reportes: los datos almacenados para operaciones transaccionales rara vez tienen la estructura correcta para responder preguntas analíticas sin transformación.
- Métricas sin dimensión de agrupamiento: un único número global (count = 45) no es accionable. Sin contexto de agrupamiento no hay información útil.
- Pipelines no reproducibles: transformaciones que dependen del entorno, del orden de llegada de los datos o de variables externas producen resultados distintos en cada ejecución.",
,En Syllabus,> Proyecto de compañía: Desarrollar un endpoint `/report` que exponga los datos adecuados para poder generar reportes de telemetría ,,,,,
,,### IMPLEMENTING DATA PIPELINES ###,,,,,
17,50,"Skill: Optimizar el almacenamiento para reporte, integridad, consulta o transporte",,,,,
,En Syllabus,"> Teoría: 
  + ¿Cómo escoger el formato de transporte de los datos?
    - ¿Por qué es importante escoger el formato de datos adecuado?
    - ¿Cuándo usar JSON?
    - ¿Cuándo usar CSV?
    - ¿Cuándo usar YAML?

  + ¿Cómo escoger la base de datos adecuada para datos?
    - ¿Cuándo usar SQL y cuándo usar NoSQL?
      -- Orientación a reportes
      -- Cuando el requisito es la integridad
      -- Cuando el principal tráfico es para consulta
    - Tabla comparativa entre los modelos más grandes del mundo (Dynamo, MySQL, Postgres, MS Server, BigQuery, Redis, Mongo, etc)
  
  + Normalización en bases de datos  
    - ¿Qué es la normalización?
    - ¿Qué es la primera forma normal?
    - ¿Qué es la tercera forma normal?
    - 1ra forma normal vs 3ra forma normal
    - Elegir la forma de los datos (1ra o 3ra forma normal)
    - ¿Cuándo normalizar y cuándo no? 
    - Ejemplos
      -- Reportes desnormalizados para velocidad de consulta 
      -- Usualmente no se usan BD relacionales para reportes porque están optimizadas para escritura
      -- Las acciones del usuario y sus consecuencias son escrituras constantes, se almacenan en 3ra forma normal para evitar redundancia y garantizar integridad
  
  + Introducción a Data Pipelines
    - ¿Qué es un Data Pipeline?
    - ¿Por qué se automatizan procesos de datos?
    - ¿Qué es un ETL?
    - Componentes principales de un Data Pipeline básico
    - Buenas prácticas en Data Pipelines
    - Principales errores al diseñar Data Pipelines
    - Ejemplo de Data Pipeline básico en Python (FastAPI con numpy y pandas)","- Comprender que el formato de transporte no es una elección estética, sino de eficiencia y contexto

- Desarrollar el pensamiento arquitectónico de ""Trade-offs"" (costo-beneficio) al elegir bases de datos

- Interiorizar la dualidad y fricción entre la Escritura y la Lectura de datos (OLTP vs OLAP)

- Comprender las razones tras la normalización de datos y cuándo conviene aplicarla.

- Reconocer los procesos asociados a un sistema ETL y definir estrategias para su correcta implementación

- Desarrollar el pensamiento de implementación de data pipelines 

- Interiorizar que el dato muta de forma según quién lo va a consumir. El dato no es estático; tiene un ciclo de vida.",,"- CSV para datos tabulares masivos: Usar CSV para reportes. Solo tiene una fila de cabecera y el resto son datos puros 1,A \n 2,B. Es ligero y fácil de procesar.

- JSON como Rey de la Web: Usar JSON para comunicación Cliente-Servidor. Es nativo de JavaScript, ligero y soporta jerarquías.

- YAML para Configuración: Usar YAML (docker-compose.yml). Permite comentarios #, es muy legible para humanos y limpio.

- SQL para Integridad / NoSQL para Flexibilidad:

• SQL: Facturación, inventario, usuarios (Relaciones estrictas).

• NoSQL (Doc): Catálogos de productos con atributos dinámicos, logs, perfiles flexibles.

- Persistencia según proósito:
• Transacciones -> SQL.
• Caché/Sesiones -> Redis (Clave-Valor).
• Búsqueda de texto -> ElasticSearch.

- Bases Columnares (BigQuery / Redshift): Usar bases de datos analíticas donde los datos se guardan por columnas, no por filas, optimizando agregaciones masivas a segundos.

- Tercera Forma Normal (3NF): Las facturas solo guardan el cliente_id. La tabla Clientes tiene el nombre. Si el nombre cambia, se actualiza en un solo lugar. Garantiza integridad.

- Desnormalización (Flattening): Crear una tabla separada (o usar una DB orientada a reportes) donde los datos ya estén pre-calculados y ""aplanados"" (ej. tabla Ventas_Diarias_Resumen). Optimizado para lectura rápida.","- JSON para exportaciones masivas: Enviar un reporte de 1 millón de filas en JSON. Cada fila repite el nombre de las columnas {""id"":1, ""nombre"":""A""}, {""id"":2, ""nombre"":""B""}, inflando el peso del archivo un 300%.

- XML o YAML para respuestas de API Web: Usar YAML en el tráfico de red de una app React. Sus parsers son lentos y no es nativo del navegador.

- JSON para archivos de configuración humana: Usar JSON para un archivo de CI/CD. No permite comentarios y una coma faltante rompe todo.

- NoSQL por pereza (Hype Driven Development): Usar MongoDB para un sistema bancario ""porque no quiero escribir esquemas rígidos"". (Resultado: transferencias perdidas y dinero fantasma porque no hay transacciones ACID fuertes).

- La Base de Datos ""Ombligo"": Usar una única base de datos Postgres para todo: guardar compras, manejar el chat en vivo, servir métricas y guardar caché. El servidor colapsará.

- Big Data en SQL Tradicional: Intentar hacer un SELECT AVG(ventas) sobre 5 billones de filas en MySQL. Tomará horas.

- Datos Redundantes (1NF): Guardar el ""Nombre del Cliente"" en cada registro de la tabla Facturas. Si el cliente cambia su nombre, tienes que actualizar 1,000 facturas (Riesgo de inconsistencia).

- JOINs Masivos en Producción: Generar un ""Dashboard de Ventas Anuales"" haciendo 15 JOINs en vivo contra la base de datos de producción a las 12:00 PM. Los usuarios no podrán comprar porque la DB estará bloqueada pensando.",
,En Syllabus,"> Proyecto: Se presenta una escenario para la implementación de un Data Pipeline y un ETL. El enfoque es de planificación y diseño del Data pipeline y el ETL, no en su implementación.
Por ejemplo:
- Cuál es el propósito de este pipeline.
- ¿Cuál es el formato de extracción de los datos?. ¿Considerarías una opción diferente?
- Cuál debe ser el flujo de los datos (diagrama)
- Tienes una fuente de datos que actualiza registros existentes en lugar de siempre insertar nuevos. ¿Cómo manejarías esto en tu pipeline para evitar duplicados?
- Si el pipeline falla a mitad de la fase de carga. ¿Qué estrategia aplicarías para que la siguiente ejecución no corrompa los datos ya cargados? (idempotencia)
- ¿Qué datos mínimos deberías registrar en un log de ejecución para poder auditar un pipeline de producción?
- ¿Qué diferencia a un pipeline de datos robusto de uno que simplemente funciona? Menciona al menos tres características concretas.",,,,,
17,51,Skill: Building a data pipeline from the application data,,,,,
,En Syllabus,"> Teoría:
  + Intro to datapipelines with Prefect: https://github.com/PrefectHQ/prefect
    - Core concepts
      -- What Prefect is and where it fits (orchestration vs. execution). Educational analogy example: “The cook and the chef”
      -- Flows and tasks: the fundamental building blocks
      -- The difference between defining a pipeline and running it
    - Flows
      -- Defining a flow with @flow
      -- Flow parameters and return values
      -- Flow run naming and metadata
    - Tasks
      -- Defining tasks with @task
      -- Task inputs, outputs, and dependencies
    - State Management
      -- Understanding Prefect states: Running, Completed, Failed, Crashed
      -- How state is used to control flow execution
    - Observability
      -- Using the Prefect UI (local or cloud)
      -- Reading logs per task and flow run
      -- Tracking run history and failure reasons
    - Configuration & Secrets
      -- Prefect blocks as reusable configuration objects
      -- Storing credentials securely (Secret blocks)
      -- Connecting to external services (S3, GCS, databases) via blocks
    - Running flows in Prefect
      -- Prefect's execution model (local vs. remote)
      -- Running flows locally without a Prefect server
      -- Using PREFECT_API_URL to switch between local/cloud environments","- Los datos en una aplicación no fluyen solos: pasan por etapas definidas 
- Saltarse etapas del flujo de datos produce datos incorrectos o no usables por un modelo de AI.
- Entender que Prefect no ""acelera"" el código ni procesa datos matemáticamente. Prefect es un semáforo
- Comprender la importancia de indicar el estado de una etapa para la correcta gestión del flujo y recuperación.
- Comprender que en un pipeline de datos se pasa de tener ""2 estados"" (true o false, ejecutado/detenido) a multiples estados (ej: pending, running, failed, completed, etc.) que permiten describir su situacion actual
- ",- Los modelos de AI nunca consumen datos directamente de la fuente: siempre existe una etapa de transformación intermedia reproducible.,,,
,En Syllabus,"> Proyecto de módulo: Implementar el pipeline según el diseño del módulo previo
> Proyecto de compañía: Implementar el pipeline según el diseño del módulo previo",,,,,
18,52,Skill: Making resilient flows to avoid datapipeline interruptions,,,,,
,En Syllabus,"> Teoria:
  + Enhancing data pipelines with Prefect
    - Nested flows (subflows)
    - Managing failures and errors
      -- Handling task failures gracefully without crashing the whole flow
      -- raise_on_failure vs. silent failure
      -- Using allow_failure for optional tasks
      -- Writing defensive tasks that handle bad input data
      -- Retries and retry delays (retries, retry_delay_seconds)
    -  Testing & Local Development
      -- Unit-testing task functions independently
    - Caching results (cache_key_fn, cache_expiration)
    - Scheduling
      -- Defining schedules (interval, cron, RRule)
      -- Attaching a schedule to a deployment
      -- Pausing and resuming schedules
    - Deployments
      -- What a deployment is and why it matters
      -- Creating a deployment via prefect deploy or the Python API
      -- Work pools and workers: where and how tasks run
      -- Infrastructure blocks (focused on Docker)","- Nested flows como aplicación de principio DRY y ""divide y vencerás""
- Un data pipeline debe tener mecanismos de ""defensa"" ante entradas inválidas, ante fallos, ante pérdida de datos, ataques de inyección.
- Un data pipeline requiere mecanismos de recuperación para datos de gran valor y evitar la pérdida de información
- Es necesario evitar sobrecargar el data pipeline de consultas para garantizar su efectividad: Cachear consultas/resultados por períodos que no afecten su veracidad
-  ",,"- Implementar mecanismos de recuperación de datos cuando lo transmitido es de alto valor
- Cuidar la unicidad de los datos enviados cuando se hacen retrys",,
HITO 06,En Syllabus,"📊 Hito 6 — Telemetría y Data Pipelines
 Recolectar → transformar → agregar → reportar. Construir telemetría para la empresa.",,,,,
,,### ASYNCHRONOUS PROCESSING AND OFFLOADING ### ,,,,,
18,53,Skill: Delegar la ejecución de procesos secundarios en segundo plano,,,,,
,En Syllabus,"> Teoría:
  + Introducción procesamiento en segundo plano (Background processing)
    - ¿Qué es la ejecución en segundo plano? (Ejecución fuera del ciclo request-response)
    - Principios indispensables en el procesamiento del segundo plano
      -- Delegación de tareas: Mueve tareas de larga duración (envío de emails, procesamiento de imágenes, generación de reportes) fuera del hilo principal de la aplicación.
      -- Idempotencia: si una tarea se ejecuta varias veces debido a reintentos, el resultado final debe ser el mismo que si se hubiera ejecutado una sola vez (Evitar la duplicación de datos)
      -- Desacoplamiento: Permitir que el sistema emisor y el receptor funcionen de manera independiente (colas de mensajes)
      -- Observabilidad (poder saber qué pasó)
      -- Durabilidad: que la ""función"" no se detenga en su ejecución, sino cuando deba detenerse.
    - Buenas prácticas en procesamiento de segundo plano
      -- Reintentos automáticos (Retry Logic)
      -- Manejo de Errores
      -- Persistencia

  + Tipos de disparadores de procesamiento en segundo plano:
    - ¿Qué es un disparador o trigger?
    - User-triggered background processing
    - Telemetry (or machine) triggered background processing
    - Cronjob triggered background processing
    - 3rd part triggered background processing
    - Chained processing (internal workflow or data pipeline)
    - ¿Cuándo utilizar cada uno?

  + Procesamiento en segundo plano con Cronjobs:
    - ¿Qué es un Cronjob?
    - ¿Cómo configurar cronjobs?
      - Por sistema (crontab)
      - Por framework (fastapi-utilities)
    - Observabilidad de un cronjob (Timestamp y estado éxito/fallo)
      -- Background processing is better done if we assign a status to the data chunk that is being processed
    - Cómo usar cronjobs para construir un reporte
    - Casos comunes:
      -- Solapamiento de cronjobs (Overlapping)
      -- Gestión de fallos: poder saber lo que pasó
    - Buenas prácticas
","- Entender que en sistemas de alto tráfico no podemos prometerle al usuario un resultado inmediato.
- Desarrollar la empatía técnica para diseñar interfaces y flujos de datos asíncronos (prometer que la tarea se hará ""eventualmente"" y diseñar mecanismos como polling o notificaciones para avisar cuando esté lista).
- Comprender que un dato en procesamiento en segundo plano no existe solo como ""datos"", sino que tiene un ciclo de vida (Pendiente, Procesando, Completado, Fallido)
- Asumir ""como regla inquebrantable"" que todo script en segundo plano fallará en algún momento (por reinicios, caídas de red o timeouts)
- Desarrollar la habilidad de escribir código que, si se ejecuta dos o cien veces sobre la misma orden, el resultado final siempre sea el mismo sin duplicar operaciones.
",- Generar logs de ejecución,"- Máquina de Estados (State Machine): El chunk de datos cambia de estado: pending -> processing (para que otro worker no lo tome) -> completed o failed.

- Distributed Locks (Bloqueos Mutuos): Al iniciar, el cronjob escribe un ""candado"" en la BD o en Redis (lock_reporte_mensual = true). Si la siguiente ejecución ve el candado, aborta silenciosamente.

- Dead Letter Queue / Max Retries: Establecer un max_retries = 3. Si falla 3 veces, el estado pasa a failed y lanza una alerta al equipo (Observabilidad).","- Solapamiento (Race Conditions): Dos ejecuciones del mismo cronjob corriendo en paralelo pisándose los datos porque el primero fue muy lento.

- Lectura Ciega (Blind Read): El cronjob hace un SELECT * FROM reportes_pendientes, empieza a procesarlos y falla. En el siguiente ciclo, vuelve a intentar los mismos sin saber dónde se quedó.

- Procesamiento en RAM (In-Memory BackgroundTasks): Usar las utilidades básicas de FastAPI (que corren en el mismo hilo de la app) para tareas críticas de 1 hora. Si FastAPI se reinicia por un deploy, se pierde el trabajo para siempre.

- Fallo Silencioso / Infinito: Si falla un envío de email, el estado se queda en processing para siempre (Zombie task).

- El Secuestro de la API (Blocking): El usuario pide un reporte PDF, el backend lo genera durante 30 segundos y luego responde. Si el usuario cierra el navegador al segundo 15, el proceso se corta o queda huérfano.",
,En Syllabus,"> Proyecto transversal: Hacer que cada madrugada se ejecute un script/endpoint que vuelque toda la telemetría del último día en un CSV y ejecute el pipeline desarrollado, usando ese archivo de entrada para preparar el reporte.
",,,,,
18,54,Skill: Implementar algoritmos de gestión de colas en sistemas sencillos,,,,,
,En Syllabus,"> Teoría: 
  + Gestión colas:
    - ¿Qué es y cómo funciona una cola? Principio FIFO  
    - Diferencias entre una cola y un array
    - ¿Cuándo utilizar una cola? 
    - Diferentes tipos de cola (Simple, circular y prioridad, de tamaños estático o dinámico) 
    - Aplicaciones más comunes de las colas (Colas de mensaje)

  + Convirtiendo un proceso síncrono en asíncrono (trabajo de diseño e ingeniería, no de implementación):
    - Dado un escenario de un flujo con varias cajas, elegir cuáles cajas encadenadas en el flujo pueden convertirse en un proceso en segundo plano
    - Si una caja falla, cómo hacer que reintente el proceso y cómo gestionar el fallo.
    - Cómo prevenir el ""retry storm"" y para qué funciona el jitter.
    - Cómo gestionar la concurrencia de los workers: CPU Bound (casos que requieren mucho trabajo de CPU) vs I/O Bound (casos que requieren llamadas a terceros o BB.DD.)
","

- Interiorizar que cambiar el estado antes de hacer el trabajo es la única forma de evitar la concurrencia destructiva (que dos workers procesen lo mismo).
- ¿Qué pasa con el frontend o backend cliente cuando un proceso es asíncrono y está encolado
- ¿Qué información es realmente útil en una cola de mensajes/ejecución?
- Pensar en función del fallo de la ejecución ¿cómo actuar si hay un fallo (evitar duplicación de ejecuciones, retomar la ejecución)?
- ¿Cuándo ejecutar en el servidor y cuándo delegar a una cola?",,"- Desacoplamiento Físico: El Worker es un programa completamente separado (ej. un proceso Celery). Puede estar instalado en otro servidor diferente al de la API.

- Persistencia de la Cola: Si el servidor web muere, el mensaje ya está seguro en el Broker. Cuando el Worker vuelva a encender, tomará el mensaje donde lo dejó.

- Dead Letter Queue (DLQ): Establecer max_retries = 3. Si a la tercera falla, el mensaje se saca de la cola principal y se envía a una ""Cola de Mensajes Muertos"" (DLQ) para que un humano lo revise el lunes por la mañana.

","- El Worker Monolítico: Ejecutar la tarea pesada en el mismo hilo/proceso que el servidor web (ej. BackgroundTasks en FastAPI sin separar procesos). Si la tarea consume 100% de CPU, la web deja de responder a otros usuarios.

- Pérdida por Amnesia: Reiniciar el servidor web y perder todas las tareas que estaban ""en memoria"" esperando a ser procesadas.",
,Approved,"> Ejercicios: Crear un learnpack incremental con algunos ejercicios de colas en Python

from collections import deque

# Inicializar
fila_banco = deque()

# Llegada de clientes (Encolar)
fila_banco.append(""Cliente 1"")
fila_banco.append(""Cliente 2"")
fila_banco.append(""Cliente 3"")

# Atender clientes (Desencolar)
while fila_banco:
    atendido = fila_banco.popleft()
    print(f""Atendiendo a: {atendido}"")

# Resultado:
# Atendiendo a: Cliente 1
# Atendiendo a: Cliente 2
# Atendiendo a: Cliente 3


> Proyecto: 
  + Gestor de atención de clientes en un banco (collections.deque)

  + Gestión de pacientes en emergencia 
",,,,,
19,55,Skill: Implementar procesos asíncronos delegando tareas mediante el uso de colas de mensajes,,,,,
